admin1,admin2,admin3,location,latitude,longitude,event_date,year,month,casualties,num_events,min_distance_to_battlefront,hazard_score,pca_hazard_score,hazard_score_tsne
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-02-20,2023,2,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81724
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-02-21,2023,2,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81724
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-02-22,2023,2,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81724
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-02-24,2023,2,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81724
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-02-25,2023,2,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81724
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-02-26,2023,2,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81778
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-02-27,2023,2,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81724
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-02-28,2023,2,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81724
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-03-03,2023,3,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81778
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-03-04,2023,3,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81778
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-03-05,2023,3,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81778
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-03-08,2023,3,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81778
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-03-10,2023,3,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81778
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-03-12,2023,3,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81724
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-03-14,2023,3,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81778
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-03-15,2023,3,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81778
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-03-17,2023,3,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81778
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-03-18,2023,3,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81778
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-03-21,2023,3,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81778
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-03-26,2023,3,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81778
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-03-27,2023,3,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81778
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-03-28,2023,3,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81778
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-03-31,2023,3,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81778
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-04-02,2023,4,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81724
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-04-03,2023,4,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81724
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-04-07,2023,4,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81778
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-04-09,2023,4,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81724
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-04-10,2023,4,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81724
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023-04-11,2023,4,0,1,16.494500518585586,79.607777757923,80.10314259658544,74.81778
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-01-12,2023,1,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-01-13,2023,1,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-01-20,2023,1,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-01-23,2023,1,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-01-31,2023,1,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-02-01,2023,2,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-02-07,2023,2,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-02-09,2023,2,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-02-11,2023,2,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-02-15,2023,2,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-02-16,2023,2,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-03-03,2023,3,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-03-04,2023,3,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-03-07,2023,3,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-03-12,2023,3,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-03-13,2023,3,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-03-15,2023,3,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-03-16,2023,3,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-03-17,2023,3,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-03-20,2023,3,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-03-21,2023,3,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-03-22,2023,3,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-03-23,2023,3,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-03-24,2023,3,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-03-25,2023,3,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-03-27,2023,3,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-03-28,2023,3,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-04-01,2023,4,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-04-02,2023,4,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-04-03,2023,4,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-04-10,2023,4,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-04-11,2023,4,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-04-12,2023,4,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-04-13,2023,4,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-04-14,2023,4,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-04-15,2023,4,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-04-16,2023,4,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-04-17,2023,4,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-04-18,2023,4,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-04-19,2023,4,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-04-26,2023,4,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-04-27,2023,4,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023-04-28,2023,4,0,1,15.983395287992115,80.11160199167048,80.0999465785822,84.630264
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-01-01,2023,1,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-01-02,2023,1,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-01-21,2023,1,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-01-22,2023,1,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-01-24,2023,1,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-01-25,2023,1,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-02-01,2023,2,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-02-05,2023,2,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-02-06,2023,2,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-02-07,2023,2,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-02-10,2023,2,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-02-11,2023,2,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-02-12,2023,2,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-02-14,2023,2,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-02-15,2023,2,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-02-16,2023,2,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-02-18,2023,2,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-02-20,2023,2,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-02-21,2023,2,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-02-25,2023,2,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-02-26,2023,2,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-02-27,2023,2,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-03-03,2023,3,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-03-04,2023,3,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-03-06,2023,3,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-03-07,2023,3,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-03-11,2023,3,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-03-12,2023,3,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-03-21,2023,3,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-03-23,2023,3,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-03-24,2023,3,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-03-25,2023,3,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-03-26,2023,3,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-04-07,2023,4,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-04-08,2023,4,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-04-11,2023,4,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-04-14,2023,4,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-04-15,2023,4,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-04-18,2023,4,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-04-19,2023,4,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-04-23,2023,4,0,1,14.319643408122747,81.94196496808775,80.08954288743858,81.32718
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023-04-24,2023,4,90,1,14.319643408122747,83.44196496808775,92.8500649320416,63.12102
Donetsk,Kramatorskyi,Konstantinovskaya,Viroliubivka,48.6132,37.7142,2023-04-19,2023,4,0,1,21.09793344190217,76.0631511776261,80.1319285561471,80.781975
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-01-03,2023,1,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33299
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-01-06,2023,1,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33299
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-01-07,2023,1,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33234
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-01-09,2023,1,2,1,24.98854360650628,74.14228794917047,80.43982428416085,55.68803
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-01-12,2023,1,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33234
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-01-14,2023,1,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33234
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-01-16,2023,1,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33234
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-01-17,2023,1,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33234
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-01-20,2023,1,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33299
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-01-23,2023,1,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33299
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-01-25,2023,1,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33299
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-02-01,2023,2,3,1,24.98854360650628,74.15895461583713,80.58160786243421,55.733776
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-02-02,2023,2,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33299
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-02-04,2023,2,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33299
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-02-08,2023,2,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33299
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-02-09,2023,2,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33299
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-02-14,2023,2,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33299
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-02-19,2023,2,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33299
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-02-23,2023,2,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33299
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-02-25,2023,2,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33299
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-03-06,2023,3,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33299
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-03-14,2023,3,1,1,24.98854360650628,74.1256212825038,80.29804070588747,55.523827
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-03-18,2023,3,2,1,24.98854360650628,74.14228794917047,80.43982428416085,55.68803
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-03-20,2023,3,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33299
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-03-22,2023,3,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33299
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-03-24,2023,3,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33299
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-03-27,2023,3,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33299
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-03-30,2023,3,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33299
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-03-31,2023,3,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33299
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-04-05,2023,4,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33299
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-04-10,2023,4,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33299
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-04-14,2023,4,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33299
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023-04-24,2023,4,0,1,24.98854360650628,74.10895461583713,80.15625712761411,66.33299
Donetsk,Kramatorskyi,Limanska,Dibrova,48.9161,37.8541,2023-01-01,2023,1,0,1,30.208695714397965,72.43794003307907,80.18889952514365,57.912315
Donetsk,Kramatorskyi,Limanska,Dibrova,48.9161,37.8541,2023-02-01,2023,2,0,1,30.208695714397965,72.43794003307907,80.18889952514365,57.912315
Donetsk,Kramatorskyi,Limanska,Dibrova,48.9161,37.8541,2023-02-16,2023,2,22,1,30.208695714397965,72.80460669974575,83.30813824715773,61.017494
Donetsk,Kramatorskyi,Limanska,Dibrova,48.9161,37.8541,2023-02-20,2023,2,67,1,30.208695714397965,73.55460669974575,89.68839926945924,63.086372
Donetsk,Kramatorskyi,Limanska,Dibrova,48.9161,37.8541,2023-03-08,2023,3,38,1,30.208695714397965,73.0712733664124,85.5766754995316,62.8263
Donetsk,Kramatorskyi,Limanska,Dibrova,48.9161,37.8541,2023-03-10,2023,3,0,1,30.208695714397965,72.43794003307907,80.18889952514365,57.912315
Donetsk,Kramatorskyi,Limanska,Dibrova,48.9161,37.8541,2023-03-11,2023,3,0,1,30.208695714397965,72.43794003307907,80.18889952514365,57.912315
Donetsk,Kramatorskyi,Limanska,Dibrova,48.9161,37.8541,2023-04-09,2023,4,0,1,30.208695714397965,72.43794003307907,80.18889952514365,57.912315
Donetsk,Kramatorskyi,Limanska,Dibrova,48.9161,37.8541,2023-04-14,2023,4,0,1,30.208695714397965,72.43794003307907,80.18889952514365,57.912315
Donetsk,Kramatorskyi,Limanska,Dibrova,48.9161,37.8541,2023-04-15,2023,4,27,1,30.208695714397965,72.88794003307908,84.01705613852457,61.88312
Donetsk,Kramatorskyi,Limanska,Dibrova,48.9161,37.8541,2023-04-16,2023,4,24,1,30.208695714397965,72.83794003307908,83.59170540370447,61.701645
Donetsk,Kramatorskyi,Limanska,Dibrova,48.9161,37.8541,2023-04-18,2023,4,15,1,30.208695714397965,72.68794003307907,82.31565319924415,59.995598
Donetsk,Kramatorskyi,Limanska,Dibrova,48.9161,37.8541,2023-04-20,2023,4,0,1,30.208695714397965,72.43794003307907,80.18889952514365,57.912315
Donetsk,Kramatorskyi,Limanska,Dibrova,48.9161,37.8541,2023-04-22,2023,4,0,1,30.208695714397965,72.43794003307907,80.18889952514365,57.912315
