admin1,admin2,admin3,location,latitude,longitude,year,month,casualties,num_events,min_distance_to_battlefront,hazard_score,pca_hazard_score,hazard_score_tsne
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023,2,0,15,16.494500518585586,100.0,100.0,85.423195
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023,3,0,15,16.494500518585586,100.0,100.0,85.423195
Donetsk,Kramatorskyi,Konstantinovskaya,Ozarianivka,48.4503,37.9548,2023,4,0,6,16.494500518585586,74.82516906227083,96.53665060778614,77.256516
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023,1,0,5,15.983395287992115,74.45942807862698,96.22954356617751,74.513824
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023,2,0,6,15.983395287992115,75.3289932960183,96.53659603646533,77.26403
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023,3,0,16,15.983395287992115,100.0,100.0,85.88542
Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,2023,4,0,16,15.983395287992115,100.0,100.0,85.88542
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023,1,0,6,14.319643408122747,77.15935627243557,96.53641839567403,77.27422
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023,2,0,16,14.319643408122747,100.0,100.0,85.88509
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023,3,0,11,14.319643408122747,100.0,100.0,83.320946
Donetsk,Kramatorskyi,Konstantinovskaya,Stupochky,48.5365,37.827,2023,4,90,9,14.319643408122747,80.29871230196798,100.0,90.422615
Donetsk,Kramatorskyi,Konstantinovskaya,Viroliubivka,48.6132,37.7142,2023,4,0,1,21.09793344190217,66.9327163950174,80.00187977042259,53.522606
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023,1,2,11,24.98854360650628,93.68596445997167,100.0,83.34706
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023,2,3,9,24.98854360650628,71.95273025160415,97.61659265558282,82.00897
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023,3,3,9,24.98854360650628,71.95273025160415,97.61659265558282,82.00897
Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2023,4,0,4,24.98854360650628,67.58721548540235,80.92345258641744,68.48415
Donetsk,Kramatorskyi,Limanska,Dibrova,48.9161,37.8541,2023,1,0,1,30.208695714397965,63.30750525047037,80.00285253747937,52.08978
Donetsk,Kramatorskyi,Limanska,Dibrova,48.9161,37.8541,2023,2,89,3,30.208695714397965,65.57139983619638,85.30066310393471,90.175644
Donetsk,Kramatorskyi,Limanska,Dibrova,48.9161,37.8541,2023,3,38,3,30.208695714397965,65.27069228902657,82.61674190258792,56.096905
Donetsk,Kramatorskyi,Limanska,Dibrova,48.9161,37.8541,2023,4,66,10,30.208695714397965,91.52274315038835,100.0,90.41307
Donetsk,Kramatorskyi,Limanska,Drobysheve,49.0433,37.7341,2023,1,2,1,45.991785802149415,61.38436246589444,80.10978952882768,50.424065
Donetsk,Kramatorskyi,Limanska,Ivanivka,49.1092,37.9468,2023,1,0,1,48.1621773564655,61.2744329990495,80.00476945232946,49.785633
Donetsk,Kramatorskyi,Limanska,Ivanivka,49.1092,37.9468,2023,2,0,3,48.1621773564655,63.01356343383211,80.6188743929051,66.62318
Donetsk,Kramatorskyi,Limanska,Ivanivka,49.1092,37.9468,2023,4,0,7,48.1621773564655,66.49182430339732,96.84708427405639,77.735344
Donetsk,Kramatorskyi,Limanska,Katerynivka,49.1819,37.8649,2023,2,0,1,57.36803471377107,61.030818258168836,80.00575237280293,48.780663
Donetsk,Kramatorskyi,Limanska,Kolodiazi,49.0829,37.881,2023,3,0,8,46.461937003029846,67.43642501937481,97.15395520763465,81.35961
Donetsk,Kramatorskyi,Limanska,Kolodiazi,49.0829,37.881,2023,4,0,4,46.461937003029846,63.95816414980959,80.92574532648338,68.83043
Donetsk,Kramatorskyi,Limanska,Lyman,48.9903,37.8063,2023,1,10,5,39.0966024221958,65.40915390784073,96.75827045021808,75.00349
Donetsk,Kramatorskyi,Limanska,Lyman,48.9903,37.8063,2023,2,0,6,39.0966024221958,66.2197568610811,96.5390638614183,76.98462
Donetsk,Kramatorskyi,Limanska,Lyman,48.9903,37.8063,2023,3,0,2,39.0966024221958,62.741495991515876,80.31085398026701,58.95833
Donetsk,Kramatorskyi,Limanska,Lyman,48.9903,37.8063,2023,4,184,2,39.0966024221958,63.826401651893235,89.99402066747899,90.842804
Donetsk,Kramatorskyi,Limanska,Novomykhailivka,49.2001,37.871,2023,1,0,4,59.21633145117146,63.61230179128427,80.92710712853432,69.014175
Donetsk,Kramatorskyi,Limanska,Novomykhailivka,49.2001,37.871,2023,2,0,1,59.21633145117146,61.00360613911035,80.00594971767084,48.617493
Donetsk,Kramatorskyi,Limanska,Novomykhailivka,49.2001,37.871,2023,3,0,1,59.21633145117146,61.00360613911035,80.00594971767084,48.617493
Donetsk,Kramatorskyi,Limanska,Novoselivka,49.0703,37.6943,2023,2,0,1,45.845978841748256,61.37995790249549,80.00452214902545,50.098938
Donetsk,Kramatorskyi,Limanska,Novoselivka,49.0703,37.6943,2023,3,0,1,45.845978841748256,61.37995790249549,80.00452214902545,50.098938
Donetsk,Kramatorskyi,Limanska,Oleksandrivka,49.1158,37.5935,2023,2,0,1,45.04202302462498,61.42268577370556,80.00443630969492,50.20417
Donetsk,Kramatorskyi,Limanska,Stavky,49.0484,37.8349,2023,2,1,1,43.99567091561191,61.48959424469295,80.05695049532925,50.421135
Donetsk,Kramatorskyi,Limanska,Terny,49.0969,37.9631,2023,1,0,10,46.60975955967173,89.16851357681958,100.0,82.37796
Donetsk,Kramatorskyi,Limanska,Terny,49.0969,37.9631,2023,2,0,11,46.60975955967173,90.03807879421088,100.0,83.52436
Donetsk,Kramatorskyi,Limanska,Terny,49.0969,37.9631,2023,3,101,17,46.60975955967173,95.85098896648323,100.0,91.03864
Donetsk,Kramatorskyi,Limanska,Terny,49.0969,37.9631,2023,4,93,14,46.60975955967173,93.19512350298857,100.0,90.79619
Donetsk,Kramatorskyi,Limanska,Torske,49.0173,37.9613,2023,1,0,5,37.931361502897154,65.47406856948588,96.23188697695463,74.874626
Donetsk,Kramatorskyi,Limanska,Torske,49.0173,37.9613,2023,2,52,11,37.931361502897154,90.99806364741862,100.0,90.39148
Donetsk,Kramatorskyi,Limanska,Torske,49.0173,37.9613,2023,3,0,9,37.931361502897154,68.9523294390511,97.4600968581059,81.90279
Donetsk,Kramatorskyi,Limanska,Torske,49.0173,37.9613,2023,4,90,26,37.931361502897154,100.0,100.0,92.546585
Donetsk,Kramatorskyi,Limanska,Vovchyi Yar,49.2021,37.665,2023,3,0,1,55.913263707276094,61.05606907324384,80.00559704515109,48.901787
Donetsk,Kramatorskyi,Limanska,Yampil,48.9322,37.9425,2023,1,0,2,29.132612183076063,64.45404853460748,80.30979011303299,58.392776
Donetsk,Kramatorskyi,Limanska,Yampil,48.9322,37.9425,2023,2,3,2,29.132612183076063,64.47173721385276,80.46766783075927,58.413578
Donetsk,Kramatorskyi,Limanska,Yampil,48.9322,37.9425,2023,3,0,4,29.132612183076063,66.19317896939009,80.92389505360863,68.54919
Donetsk,Kramatorskyi,Limanska,Yampil,48.9322,37.9425,2023,4,0,5,29.132612183076063,67.06274418678139,96.23094752389645,74.73556
Donetsk,Kramatorskyi,Limanska,Yampolivka,49.0708,37.9546,2023,1,72,10,43.860952660656146,89.74264274722184,100.0,90.42558
Donetsk,Kramatorskyi,Limanska,Yampolivka,49.0708,37.9546,2023,2,71,10,43.860952660656146,89.73674652080673,100.0,90.4233
Donetsk,Kramatorskyi,Limanska,Yampolivka,49.0708,37.9546,2023,3,219,10,43.860952660656146,90.60938803024071,100.0,91.22023
Donetsk,Kramatorskyi,Limanska,Yampolivka,49.0708,37.9546,2023,4,165,8,43.860952660656146,68.551861369043,100.0,90.8866
Donetsk,Kramatorskyi,Limanska,Zakitne,48.8964,37.9646,2023,3,0,1,24.84809107842315,65.03663832865404,80.00228017926845,53.0182
Donetsk,Kramatorskyi,Limanska,Zarichne,49.0194,37.9208,2023,1,0,2,38.86734570150887,62.76474133501271,80.31082950225093,58.94897
Donetsk,Kramatorskyi,Limanska,Zarichne,49.0194,37.9208,2023,2,0,9,38.86734570150887,68.85169785675183,97.46019679426567,81.89562
Donetsk,Kramatorskyi,Limanska,Zarichne,49.0194,37.9208,2023,3,0,6,38.86734570150887,66.24300220457792,96.53903938340221,76.98685
Donetsk,Kramatorskyi,Limanska,Zarichne,49.0194,37.9208,2023,4,0,7,38.86734570150887,67.11256742196922,96.84609185369003,77.84577
Donetsk,Kramatorskyi,Mykolaivska,Malynivka,48.7362,37.7678,2023,4,0,1,22.706782224171118,66.03167197750612,80.00205154914406,53.326206
Donetsk,Kramatorskyi,Mykolaivska,Vasyutynske,48.7122,37.7369,2023,4,0,1,23.266284510709664,65.75078212141464,80.0021112878768,53.25509
Donetsk,Kramatorskyi,Novodonetska,Iverske,48.6397,36.9539,2023,1,0,1,26.67453922132913,64.34100379350548,80.00247519133563,52.65286
Donetsk,Kramatorskyi,Slovianska,Slovyansk,48.8533,37.6065,2023,1,0,2,27.421906132818798,64.96058308729444,80.3096074588884,58.27102
Donetsk,Kramatorskyi,Slovianska,Slovyansk,48.8533,37.6065,2023,2,0,1,27.421906132818798,64.09101786990313,80.00255498860056,52.51745
Donetsk,Kramatorskyi,Slovianska,Slovyansk,48.8533,37.6065,2023,3,4,4,27.421906132818798,66.72329842773742,81.13421602309907,68.52568
Donetsk,Kramatorskyi,Slovianska,Slovyansk,48.8533,37.6065,2023,4,15,6,27.421906132818798,68.52728735308607,97.32720592867109,76.620285
Donetsk,Kramatorskyi,Sviatohirska,Krasnopillia,48.988,37.4129,2023,1,0,1,26.068838544705347,64.55776749226908,80.00241051994516,52.777027
Donetsk,Kramatorskyi,Sviatohirska,Svyatohirsk,49.0333,37.5666,2023,2,1,1,36.515386609102194,62.17301984359751,80.05615181636792,51.337074
Donetsk,Kramatorskyi,Sviatohirska,Svyatohirsk,49.0333,37.5666,2023,3,0,1,36.515386609102194,62.16712361718241,80.00352591045916,51.31855
Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,2023,1,4,2,113.05800966641976,51.76333040829903,50.529254552399685,62.84292
Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,2023,2,25,8,113.05800966641976,72.10454246736384,68.47671339821059,76.2264
Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,2023,3,0,4,113.05800966641976,53.478875937421265,50.93285586934029,69.758255
Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,2023,4,0,1,113.05800966641976,50.87018028524735,50.01169845847682,43.87478
Donetsk,Mariupolskyi,Nikolska,Fedorivka,47.2072,37.1176,2023,3,0,1,113.94835173447862,50.870127890249286,50.01179352137136,43.800076
Donetsk,Mariupolskyi,Nikolska,Nikolske,47.2053,37.3214,2023,2,0,2,108.70468684780737,51.74008100770462,50.318286119246096,62.958706
Donetsk,Mariupolskyi,Nikolska,Nikolske,47.2053,37.3214,2023,3,0,3,108.70468684780737,52.60964622509592,50.62533858953392,65.8174
Donetsk,Mariupolskyi,Nikolska,Nikolske,47.2053,37.3214,2023,4,0,2,108.70468684780737,51.74008100770462,50.318286119246096,62.958706
Donetsk,Pokrovskyi,Avdiivska,Avdiivka,48.1394,37.7497,2023,1,13,30,0.0,100.0,100.0,99.788925
Donetsk,Pokrovskyi,Avdiivska,Avdiivka,48.1394,37.7497,2023,2,64,30,0.0,100.0,100.0,92.773155
Donetsk,Pokrovskyi,Avdiivska,Avdiivka,48.1394,37.7497,2023,3,106,38,0.0,100.0,100.0,92.61858
Donetsk,Pokrovskyi,Avdiivska,Avdiivka,48.1394,37.7497,2023,4,5,32,0.0,100.0,100.0,99.90218
Donetsk,Pokrovskyi,Avdiivska,Opytne,48.0961,37.7214,2023,2,0,3,5.253110616200844,92.17726479282837,80.61429294018869,67.63882
Donetsk,Pokrovskyi,Avdiivska,Opytne,48.0961,37.7214,2023,3,0,2,5.253110616200844,91.30769957543706,80.30724046990086,56.702923
Donetsk,Pokrovskyi,Avdiivska,Opytne,48.0961,37.7214,2023,4,0,2,5.253110616200844,91.30769957543706,80.30724046990086,56.702923
Donetsk,Pokrovskyi,Bilozerska,Bilozerske,48.5331,37.058,2023,1,0,2,30.811122260330013,64.03453883396662,80.30996932957478,58.511585
Donetsk,Pokrovskyi,Dobropilska,Kutuzivka,48.4904,37.1897,2023,3,0,2,32.4735041725788,63.68298441113181,80.310146824093,58.622753
Donetsk,Pokrovskyi,Hrodivska,Novoekonomichne,48.326,37.3298,2023,2,0,2,37.38699666793478,62.928381008363274,80.31067144360235,58.885662
Donetsk,Pokrovskyi,Hrodivska,Novooleksandrivka,48.2797,37.559,2023,3,0,1,21.049172532786418,66.96235306820576,80.00187456416161,53.529198
Donetsk,Pokrovskyi,Hrodivska,Yelyzavetivka,48.3035,37.4493,2023,1,0,1,28.779010699082036,63.68220069312427,80.002699888289,52.294113
Donetsk,Pokrovskyi,Hrodivska,Yelyzavetivka,48.3035,37.4493,2023,2,0,1,28.779010699082036,63.68220069312427,80.002699888289,52.294113
Donetsk,Pokrovskyi,Hrodivska,Yelyzavetivka,48.3035,37.4493,2023,3,0,1,28.779010699082036,63.68220069312427,80.002699888289,52.294113
Donetsk,Pokrovskyi,Kurakhivska,Berestky,48.0116,37.2603,2023,4,0,1,39.03823831248066,61.87779809685553,80.00379527837293,51.076042
Donetsk,Pokrovskyi,Kurakhivska,Dachne,47.9927,37.18,2023,1,0,2,45.36753948762958,62.27453589833249,80.3115235357674,59.21253
Donetsk,Pokrovskyi,Kurakhivska,Dachne,47.9927,37.18,2023,3,0,1,45.36753948762958,61.40497068094118,80.00447106547959,50.162975
Donetsk,Pokrovskyi,Kurakhivska,Dachne,47.9927,37.18,2023,4,0,1,45.36753948762958,61.40497068094118,80.00447106547959,50.162975
Donetsk,Pokrovskyi,Kurakhivska,Hannivka,47.9082,37.2635,2023,4,0,1,44.36596999770494,61.46137264137575,80.0043641266993,50.288666
Donetsk,Pokrovskyi,Kurakhivska,Hirnyk,48.0565,37.3718,2023,3,0,1,29.53892883964229,63.47638269861899,80.00278102566378,52.17904
Donetsk,Pokrovskyi,Kurakhivska,Hirnyk,48.0565,37.3718,2023,4,0,1,29.53892883964229,63.47638269861899,80.00278102566378,52.17904
Donetsk,Pokrovskyi,Kurakhivska,Hostre,47.9935,37.4014,2023,1,0,1,30.545793271267794,63.22669262693155,80.00288852979136,52.048798
Donetsk,Pokrovskyi,Kurakhivska,Hostre,47.9935,37.4014,2023,2,0,4,30.545793271267794,65.83538827910546,80.92404594065482,68.570175
Donetsk,Pokrovskyi,Kurakhivska,Hostre,47.9935,37.4014,2023,3,0,6,30.545793271267794,67.57451871388807,96.53815088123046,77.08584
Donetsk,Pokrovskyi,Kurakhivska,Hostre,47.9935,37.4014,2023,4,0,4,30.545793271267794,65.83538827910546,80.92404594065482,68.570175
Donetsk,Pokrovskyi,Kurakhivska,Ilyinka,48.0099,37.3052,2023,1,0,1,36.027429666642924,62.23200907156987,80.00347381070894,51.36432
Donetsk,Pokrovskyi,Kurakhivska,Ilyinka,48.0099,37.3052,2023,3,0,2,36.027429666642924,63.101574288961174,80.31052628099675,58.823776
Donetsk,Pokrovskyi,Kurakhivska,Kostiantynopolske,47.9236,37.1837,2023,1,0,1,48.446787139047046,61.2630724982507,80.0047998404586,49.757202
Donetsk,Pokrovskyi,Kurakhivska,Kurakhivka,48.0307,37.3728,2023,1,1,7,30.49423893500008,68.4621635499546,96.8978237529085,78.01404
Donetsk,Pokrovskyi,Kurakhivska,Kurakhivka,48.0307,37.3728,2023,2,1,4,30.49423893500008,65.85346789778069,80.97666634204504,68.56834
Donetsk,Pokrovskyi,Kurakhivska,Kurakhivka,48.0307,37.3728,2023,3,0,3,30.49423893500008,64.97800645397429,80.61698796584845,66.966934
Donetsk,Pokrovskyi,Kurakhivska,Kurakhivka,48.0307,37.3728,2023,4,0,1,30.49423893500008,63.23887601919168,80.00288302527281,52.054935
Donetsk,Pokrovskyi,Kurakhivska,Kurakhove,47.9836,37.2823,2023,1,2,16,38.815386717210465,94.9557896697901,100.0,85.95847
Donetsk,Pokrovskyi,Kurakhivska,Kurakhove,47.9836,37.2823,2023,2,0,10,38.815386717210465,89.72660591261207,100.0,82.4556
Donetsk,Pokrovskyi,Kurakhivska,Kurakhove,47.9836,37.2823,2023,3,0,8,38.815386717210465,67.98747547782946,97.15313877625455,81.406265
Donetsk,Pokrovskyi,Kurakhivska,Kurakhove,47.9836,37.2823,2023,4,0,8,38.815386717210465,67.98747547782946,97.15313877625455,81.40628
Donetsk,Pokrovskyi,Kurakhivska,Novoselydivka,48.0546,37.2906,2023,2,0,2,35.374388895793714,63.193516867341245,80.31045655504742,58.792328
Donetsk,Pokrovskyi,Kurakhivska,Ostrivske,48.0022,37.3463,2023,1,0,2,33.63242925496465,63.47027031170362,80.31027056391933,58.696026
Donetsk,Pokrovskyi,Kurakhivska,Ostrivske,48.0022,37.3463,2023,3,0,2,33.63242925496465,63.47027031170362,80.31027056391933,58.696175
Donetsk,Pokrovskyi,Kurakhivska,Stepanivka,48.0006,37.3193,2023,3,0,1,35.50940311071586,62.30444733001692,80.00341850038988,51.41559
Donetsk,Pokrovskyi,Kurakhivska,Stepanivka,48.0006,37.3193,2023,4,0,1,35.50940311071586,62.30444733001692,80.00341850038988,51.41559
Donetsk,Pokrovskyi,Kurakhivska,Trudove,47.899,37.2175,2023,2,0,2,47.7635805292414,62.16046205980126,80.31177936395414,59.305138
Donetsk,Pokrovskyi,Kurakhivska,Trudove,47.899,37.2175,2023,3,0,1,47.7635805292414,61.29089684240996,80.00472689366633,49.82579
Donetsk,Pokrovskyi,Kurakhivska,Veselyi Hai,47.8981,37.2578,2023,2,0,1,45.37004843069873,61.40483636760841,80.00447133336246,50.16271
Donetsk,Pokrovskyi,Kurakhivska,Veselyi Hai,47.8981,37.2578,2023,4,0,1,45.37004843069873,61.40483636760841,80.00447133336246,50.16271
Donetsk,Pokrovskyi,Kurakhivska,Vovchenka,48.0124,37.3673,2023,1,0,1,31.726313439547127,62.964226081311836,80.00301457535102,51.912857
Donetsk,Pokrovskyi,Kurakhivska,Vovchenka,48.0124,37.3673,2023,3,1,2,31.726313439547127,63.83968752511824,80.3626929515476,58.573162
Donetsk,Pokrovskyi,Marinska,Heorhiivka,47.9636,37.4383,2023,1,25,23,30.296417336092066,100.0,100.0,93.27577
Donetsk,Pokrovskyi,Marinska,Heorhiivka,47.9636,37.4383,2023,2,0,22,30.296417336092066,100.0,100.0,97.33193
Donetsk,Pokrovskyi,Marinska,Heorhiivka,47.9636,37.4383,2023,3,0,21,30.296417336092066,100.0,100.0,97.17313
Donetsk,Pokrovskyi,Marinska,Heorhiivka,47.9636,37.4383,2023,4,0,20,30.296417336092066,99.80795190265113,100.0,97.05457
Donetsk,Pokrovskyi,Marinska,Kostiantynivka,47.8659,37.4083,2023,1,0,1,39.623749199669774,61.82045994932282,80.00385779407529,51.016544
Donetsk,Pokrovskyi,Marinska,Kostiantynivka,47.8659,37.4083,2023,2,0,2,39.623749199669774,62.69002516671412,80.3109102643631,58.979942
Donetsk,Pokrovskyi,Marinska,Kostiantynivka,47.8659,37.4083,2023,3,0,3,39.623749199669774,63.55959038410543,80.61796273465093,66.735535
Donetsk,Pokrovskyi,Marinska,Krasnohorivka,48.006,37.5097,2023,1,25,24,23.194842914594695,100.0,100.0,93.25981
Donetsk,Pokrovskyi,Marinska,Krasnohorivka,48.006,37.5097,2023,2,0,10,23.194842914594695,93.61186613402322,100.0,82.59734
Donetsk,Pokrovskyi,Marinska,Krasnohorivka,48.006,37.5097,2023,3,1,15,23.194842914594695,97.96558844739482,100.0,85.41738
Donetsk,Pokrovskyi,Marinska,Krasnohorivka,48.006,37.5097,2023,4,0,15,23.194842914594695,97.95969222097973,100.0,85.41825
Donetsk,Pokrovskyi,Marinska,Maksymilianivka,47.9749,37.3933,2023,1,2,2,32.19007696701601,63.75065916133541,80.41536837404654,58.59317
Donetsk,Pokrovskyi,Marinska,Maksymilianivka,47.9749,37.3933,2023,2,0,1,32.19007696701601,62.86930149111392,80.0030640919412,51.85935
Donetsk,Pokrovskyi,Marinska,Maksymilianivka,47.9749,37.3933,2023,3,1,4,32.19007696701601,65.48389336970293,80.97684740871343,68.59259
Donetsk,Pokrovskyi,Marinska,Maksymilianivka,47.9749,37.3933,2023,4,0,3,32.19007696701601,64.60843192589653,80.61716903251684,66.91787
Donetsk,Pokrovskyi,Marinska,Marinka,47.9425,37.505,2023,1,3,35,28.466002876217992,100.0,100.0,100.0
Donetsk,Pokrovskyi,Marinska,Marinka,47.9425,37.505,2023,2,0,28,28.466002876217992,100.0,100.0,99.28296
Donetsk,Pokrovskyi,Marinska,Marinka,47.9425,37.505,2023,3,0,32,28.466002876217992,100.0,100.0,99.90776
Donetsk,Pokrovskyi,Marinska,Marinka,47.9425,37.505,2023,4,0,28,28.466002876217992,100.0,100.0,99.28296
Donetsk,Pokrovskyi,Marinska,Novomykhaylivka,47.8538,37.4841,2023,1,48,23,37.40448751532764,100.0,100.0,93.09361
Donetsk,Pokrovskyi,Marinska,Novomykhaylivka,47.8538,37.4841,2023,2,0,21,37.40448751532764,99.44804185684409,100.0,97.14139
Donetsk,Pokrovskyi,Marinska,Novomykhaylivka,47.8538,37.4841,2023,3,116,24,37.40448751532764,100.0,100.0,91.51081
Donetsk,Pokrovskyi,Marinska,Novomykhaylivka,47.8538,37.4841,2023,4,58,26,37.40448751532764,100.0,100.0,92.87983
Donetsk,Pokrovskyi,Marinska,Paraskoviivka,47.8691,37.4424,2023,1,0,2,37.76305779447677,62.884488405104015,80.31071159610158,58.90237
Donetsk,Pokrovskyi,Marinska,Paraskoviivka,47.8691,37.4424,2023,2,0,2,37.76305779447677,62.884488405104015,80.31071159610158,58.90274
Donetsk,Pokrovskyi,Marinska,Paraskoviivka,47.8691,37.4424,2023,3,0,6,37.76305779447677,66.36274927466924,96.53892147725287,76.997856
Donetsk,Pokrovskyi,Marinska,Paraskoviivka,47.8691,37.4424,2023,4,0,7,37.76305779447677,67.23231449206054,96.84597394754068,77.86579
Donetsk,Pokrovskyi,Marinska,Pobieda,47.9163,37.4631,2023,1,0,19,32.70538687561359,98.42103708038984,100.0,86.920586
Donetsk,Pokrovskyi,Marinska,Pobieda,47.9163,37.4631,2023,2,0,19,32.70538687561359,98.42103708038984,100.0,86.92053
Donetsk,Pokrovskyi,Marinska,Pobieda,47.9163,37.4631,2023,3,0,27,32.70538687561359,100.0,100.0,99.02805
Donetsk,Pokrovskyi,Marinska,Pobieda,47.9163,37.4631,2023,4,0,25,32.70538687561359,100.0,100.0,98.26361
Donetsk,Pokrovskyi,Marinska,Yelyzavetivka,47.8858,37.3024,2023,3,0,1,43.61478697126128,61.50754052978228,80.00428392198319,50.398052
Donetsk,Pokrovskyi,Marinska,Zoryane,48.0355,37.3966,2023,2,0,1,28.659257371048888,63.71608542452246,80.00268710208199,52.312817
Donetsk,Pokrovskyi,Marinska,Zoryane,48.0355,37.3966,2023,3,0,3,28.659257371048888,65.45521585930507,80.61679204265764,67.01871
Donetsk,Pokrovskyi,Myrnohradska,Krasnyi Lyman,48.3404,37.2359,2023,1,0,1,44.129001575090854,61.475564090736476,80.00433882529552,50.32051
Donetsk,Pokrovskyi,Myrnohradska,Myrnohrad,48.2959,37.2704,2023,2,0,1,39.545666014307585,61.82791390182977,80.00384945703958,51.02466
Donetsk,Pokrovskyi,Myrnohradska,Myrnohrad,48.2959,37.2704,2023,3,0,1,39.545666014307585,61.82791390182977,80.00384945703958,51.02466
Donetsk,Pokrovskyi,Myrnohradska,Myrnohrad,48.2959,37.2704,2023,4,0,1,39.545666014307585,61.82791390182977,80.00384945703958,51.02466
Donetsk,Pokrovskyi,Novohrodivska,Kalynove,48.1393,37.4412,2023,2,0,1,22.89153064457931,65.93717843484679,80.00207127495533,53.30389
Donetsk,Pokrovskyi,Novohrodivska,Kalynove,48.1393,37.4412,2023,3,0,1,22.89153064457931,65.93717843484679,80.00207127495533,53.30389
Donetsk,Pokrovskyi,Novohrodivska,Karlivka,48.1117,37.4908,2023,1,0,5,19.4615246745074,71.48895259382297,96.22991493023962,74.56615
Donetsk,Pokrovskyi,Novohrodivska,Karlivka,48.1117,37.4908,2023,2,0,7,19.4615246745074,73.22808302860558,96.84401987081526,78.16119
Donetsk,Pokrovskyi,Novohrodivska,Karlivka,48.1117,37.4908,2023,3,0,6,19.4615246745074,72.35851781121428,96.53696740052743,77.236626
Donetsk,Pokrovskyi,Novohrodivska,Karlivka,48.1117,37.4908,2023,4,0,14,19.4615246745074,99.31503955034472,100.0,84.93172
Donetsk,Pokrovskyi,Novohrodivska,Komyshivka,48.1804,37.4681,2023,1,0,1,21.378863071275298,66.76475482905566,80.00190976561734,53.48731
Donetsk,Pokrovskyi,Novohrodivska,Komyshivka,48.1804,37.4681,2023,3,0,1,21.378863071275298,66.76475482905566,80.00190976561734,53.48731
Donetsk,Pokrovskyi,Novohrodivska,Mykhailivka,48.1366,37.376,2023,1,0,1,27.732011199664438,63.992652060361785,80.0025880988919,52.4651
Donetsk,Pokrovskyi,Novohrodivska,Mykhailivka,48.1366,37.376,2023,2,0,1,27.732011199664438,63.992652060361785,80.0025880988919,52.4651
Donetsk,Pokrovskyi,Novohrodivska,Novohrodivka,48.2053,37.3388,2023,2,0,1,31.338989914048014,63.04694890776485,80.00297322035189,51.95734
Donetsk,Pokrovskyi,Ocheretynska,Arkhanhelske,48.2685,37.6398,2023,2,0,1,16.504793869148866,70.46745844097626,80.00138935538047,54.361588
Donetsk,Pokrovskyi,Ocheretynska,Berdychi,48.1936,37.6405,2023,1,0,16,10.09504987529454,100.0,100.0,85.88594
Donetsk,Pokrovskyi,Ocheretynska,Berdychi,48.1936,37.6405,2023,2,0,2,10.09504987529454,79.95909629175316,80.30775744958503,56.97599
Donetsk,Pokrovskyi,Ocheretynska,Berdychi,48.1936,37.6405,2023,3,0,17,10.09504987529454,100.0,100.0,86.33769
Donetsk,Pokrovskyi,Ocheretynska,Berdychi,48.1936,37.6405,2023,4,0,10,10.09504987529454,100.0,100.0,82.65105
Donetsk,Pokrovskyi,Ocheretynska,Kamyanka,48.174,37.7863,2023,1,0,4,4.708795126145497,94.70090149784822,80.9212872932563,68.1553
Donetsk,Pokrovskyi,Ocheretynska,Kamyanka,48.174,37.7863,2023,2,0,11,4.708795126145497,100.0,100.0,83.3048
Donetsk,Pokrovskyi,Ocheretynska,Kamyanka,48.174,37.7863,2023,3,0,23,4.708795126145497,100.0,100.0,97.664444
Donetsk,Pokrovskyi,Ocheretynska,Kamyanka,48.174,37.7863,2023,4,0,4,4.708795126145497,94.70090149784822,80.9212872932563,68.1553
Donetsk,Pokrovskyi,Ocheretynska,Keramik,48.253,37.6826,2023,2,0,2,13.575584123564182,74.60354055381015,80.30812907041712,57.296997
Donetsk,Pokrovskyi,Ocheretynska,Keramik,48.253,37.6826,2023,3,0,5,13.575584123564182,77.21223620598406,96.22928648128058,74.47946
Donetsk,Pokrovskyi,Ocheretynska,Keramik,48.253,37.6826,2023,4,0,11,13.575584123564182,100.0,100.0,83.319244
